lsoa_code,lsoa_name,borough,imd_score,imd_quintile,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,status,data_source,population_density,ptal_score,ptal_category,accessibility_index,road_density_km_per_sqkm,building_density,gvi_z,imd_z,pop_density_z,ptal_z,road_density_z,building_density_z,log_pop_density,log_building_density,pop_density_tertile,pop_density_cat,ptal_cat_simple,building_density_tertile,building_density_cat
E01002789,NA,Islington,13.703,Q1_Least,80,13.63471985,12.04528809,10.7341032,0,44.27490234,4.57611084,21.1151123,completed,measured,13814.5,4,Good,15.1016650317,16.1451624461403,25.90398829,-0.28576063167011584,-1.0356786981998034,-0.028471523172399104,0.0016546181840391264,0.031619177807967615,-0.32959929164083934,9.533546429246918,3.29227453918661,2,Medium,Moderate,2,Medium
E01002818,NA,Kensington and Chelsea,12.656,Q1_Least,100,6.218139648,0.87890625,10.74957466,0,43.87207031,0.064086914,6.06842041,completed,measured,7324.2,6,Excellent,29.6733976607,31.6510196077737,42.57210366,-1.0030001848988745,-1.1368112763728455,-1.0356969182426108,1.2907568530145304,1.8151548352871574,1.4159249216171588,8.899075737266793,3.7744171212681357,1,Low,Good,3,High
E01002824,NA,Kensington and Chelsea,10.045,Q1_Least,100,37.95159912,33.91418457,23.71647835,0,93.54858398,25.52185059,54.51660156,completed,measured,8144.5,5,Very Good,23.2851720381,10.2223376514492,22.43351231,2.0658660141024483,-1.389014869123383,-0.9083950999019956,0.6462057355992847,-0.6496439799922468,-0.6930356922265571,9.005220906506224,3.154167147814933,1,Low,Good,1,Low
E01002825,NA,Kensington and Chelsea,9.697,Q1_Least,100,11.65838623,8.242797852,11.20203876,0,55.81665039,4.049682617,15.93933105,completed,measured,9301.7,5,Very Good,20.5730251914,18.173022172565197,40.37742531,-0.47688708133185115,-1.422629135794079,-0.7288099917906218,0.6462057355992847,0.264870399765168,1.1860930470950355,9.138059959586547,3.7227354497436234,1,Low,Good,3,High
E01002826,NA,Kensington and Chelsea,10.756,Q1_Least,100,16.55279541,9.64050293,18.61480331,0,82.67211914,1.428222656,24.84283447,completed,measured,5709.1,5,Very Good,22.633405993,8.3720015546630009,27.13934836,-0.0035605941949245195,-1.3203374449772198,-1.286343226668708,0.6462057355992847,-0.8624758391109214,-0.20022948189269066,8.649991815631553,3.33716889434633,1,Low,Good,2,Medium
E01002827,NA,Kensington and Chelsea,12.075,Q1_Least,100,15.19433594,9.866333008,14.61658001,0,71.72851563,2.510070801,25.9262085,completed,measured,6786.7,6,Excellent,27.3991879587,12.2896804447988,26.9899052,-0.13493392756485573,-1.192931646877657,-1.1191111902870832,1.2907568530145304,-0.4118512833527511,-0.21587952081402495,8.822867429738098,3.331843916597725,1,Low,Good,2,Medium
E01002835,NA,Kensington and Chelsea,10.461,Q1_Least,100,9.785705566,8.139038086,8.201453209,0,36.49291992,2.450561523,15.24353027,completed,measured,9387.9,6,Excellent,36.7106465535,32.4031371662526,34.04946367,-0.657989504039461,-1.348832297471057,-0.7154326703948387,1.2907568530145304,1.9016659175304818,0.5234140328215826,9.147283419440297,3.556760311509031,1,Low,Good,3,High
E01002836,NA,Kensington and Chelsea,11.093,Q1_Least,100,4.981994629,0.848388672,6.632675171,0,28.22875977,0,8.526611328,completed,measured,18118.9,6,Excellent,31.8833754795,17.9945433260832,35.4313748,-1.122544783218519,-1.2877856982300229,0.6395254862940695,1.2907568530145304,0.2443411646839863,0.668131013982346,9.804766060817945,3.5954303484363237,3,High,Good,3,High
E01002837,NA,Kensington and Chelsea,13.106,Q1_Least,100,7.685424805,5.944824219,6.795581341,0.079345703,41.74194336,2.099609375,13.21868896,completed,measured,16101.7,6,Excellent,30.5392037163,10.1923291244772,43.65424001,-0.8611025822568815,-1.0933445522297043,0.32647754291153985,1.2907568530145304,-0.6530956613359534,1.5292487833160853,9.686742238775523,3.79894926384423,2,Medium,Good,3,High
E01002848,NA,Kensington and Chelsea,29.533,Q4,100,10.93377686,4.467773438,14.82157707,0,76.76391602,0.422668457,17.11730957,completed,measured,15256.1,6,Excellent,32.1184792841,3.5574070767964,21.90867939,-0.5469623028826168,0.49338406443558946,0.19524943418445923,1.2907568530145304,-1.4162666317169925,-0.7479974290179734,9.632800247460208,3.131515851416793,2,Medium,Good,1,Low
E01002880,NA,Kensington and Chelsea,44.248,Q5_Most,100,7.428955078,3.820800781,9.899303436,0,58.46557617,1.815795898,7.99407959,completed,measured,17736.4,3,Moderate,12.5806406363,10.5079614420737,28.25773386,-0.8859051499363325,1.9147459439163095,0.5801655624670728,-0.6428964992312065,-0.6167905743473373,-0.08310952401669412,9.783430683679326,3.376143944198985,3,High,Moderate,2,Medium
E01002893,NA,Kensington and Chelsea,21.771,Q3,100,7.550842285,3.060913086,10.23012543,0,43.98193359,0.160217285,10.27526855,completed,measured,16081.6,6,Excellent,29.3100630206,11.1729555810312,58.45712351,-0.8741177326210845,-0.2563686306734389,0.3233582371104349,1.2907568530145304,-0.5403007198051436,3.0794415316692123,9.685493221204577,4.085255439507724,2,Medium,Good,3,High
E01002899,NA,Kensington and Chelsea,21.45,Q3,100,5.743835449,3.674316406,6.235425949,0,27.05688477,0.505065918,9.300231934,completed,measured,16751.7,3,Moderate,14.9347383288,27.6054595912377,45.54036812,-1.048868998087674,-0.2873748938955465,0.4273506160815994,-0.6428964992312065,1.349820963786178,1.7267685515819762,9.726314718292702,3.8403200675979132,3,High,Moderate,3,High
E01002912,NA,Kensington and Chelsea,13.905,Q1_Least,100,10.18640137,6.948852539,9.358546257,0,37.98217773,2.659606934,16.16821289,completed,measured,13199.6,4,Good,16.132475219,15.1144445605153,48.15739262,-0.6192391808967143,-1.016166968695549,-0.1238974503912754,0.0016546181840391264,-0.08693744777235564,2.00082950748712,9.48801756208689,3.895027244641927,2,Medium,Moderate,3,High
E01002914,NA,Kensington and Chelsea,8.875,Q1_Least,100,14.1975708,10.7208252,13.01273155,0,79.07104492,5.018615723,18.8583374,completed,measured,6704.1,6,Excellent,31.5953043323,18.3308746097315,46.96979064,-0.23132867611686522,-1.5020283518955504,-1.1319298300468477,1.2907568530145304,0.2830271161189536,1.8764610371599824,8.810623709847665,3.8705714511100355,1,Low,Good,3,High
E01003032,NA,Lambeth,31.549,Q4,100,25.38598633,14.86816406,26.68757248,0,94.59228516,0.581359863,46.45385742,completed,measured,9561.1,5,Very Good,24.9734454293,22.3846910174997,27.14348776,0.8506759591071832,0.6881149885968623,-0.6885538761286012,0.6462057355992847,0.7493106654101532,-0.1997959941966933,9.16556264719453,3.337315987147362,1,Low,Good,2,Medium
E01003039,NA,Lambeth,10.643,Q1_Least,100,26.23168945,7.455444336,30.68711853,0,97.82104492,0.378417969,47.4899292,completed,measured,11043.8,6,Excellent,25.3319502948,24.7930460285525,30.95574883,0.9324618646636815,-1.331252422373164,-0.4584546367605285,1.2907568530145304,1.0263277302074194,0.1994329442424247,9.309715007949212,3.4643520967190855,2,Medium,Good,2,Medium
E01003100,NA,Lambeth,16.907,Q2,100,16.52148438,13.3392334,15.02697754,0,69.17114258,5.111694336,25.50354004,completed,measured,19822.8,6,Excellent,26.9634354807,16.8690212266759,39.23421134,-0.006588608260258449,-0.7261956223006374,0.9039526084086299,1.2907568530145304,0.11487984070502275,1.0663729934912909,9.894638515036757,3.6947176620638724,3,High,Good,3,High
E01003109,NA,Lambeth,27.59,Q4,100,7.781494141,4.595947266,9.5666294099999991,0,53.90625,0.772094727,9.991455078,completed,measured,13666.78409090909,4.129370629370629,Very Good,18.850561328233777,13.7077115135552,27.898970556772728,-0.8518119488712893,0.305704408857537,-0.051395458104874836,0.08504060190559175,-0.2487445973968006,-0.12068006025972602,9.522796816425389,3.363805973611032,2,Medium,Good,2,Medium
E01003113,NA,Lambeth,23.176,Q3,100,34.40350342,25.49743652,29.21896172,0,90.51513672,8.711242676,60.07080078,completed,measured,10917.9,4,Good,19.3505021393,9.3304775776435,24.99188726,1.7227382509866902,-0.1206558586265202,-0.4779929750868523,0.0016546181840391264,-0.7522287146852966,-0.4251166550296292,9.298250511624294,3.257784460868934,1,Low,Moderate,2,Medium
E01003122,NA,Lambeth,25.76,Q3,80,11.27716064,4.629516602,13.17148304,0,51.22680664,0.073242188,20.30487061,completed,measured,18477.2,4,Good,16.3929407491,20.8886127134784,29.97729591,-0.5137544871177732,0.12893973067542924,0.695129828012273,0.0016546181840391264,0.5772267248844233,0.09696705499936298,9.824346937854331,3.4332545461565682,3,High,Moderate,2,Medium
E01003127,NA,Lambeth,26.097,Q3,80,13.88977051,7.250976563,13.61475277,0,51.72119141,2.722167969,22.35107422,completed,measured,15577.1,6,Excellent,28.0253830777,15.8180176274402,35.15837004,-0.26109529853183605,0.16149147742262615,0.2450652133961348,1.2907568530145304,-0.006010115640891293,0.6395413139270908,9.653621360768572,3.587908458180574,2,Medium,Good,3,High
E01003137,NA,Lambeth,29.29,Q4,100,30.0222168,30.5847168,14.65701389,2.923583984,65.5090332,18.64471436,40.68603516,completed,measured,14028.4,6,Excellent,26.3083348501,15.753942325319,16.91757467,1.2990346069475502,0.46991203339829296,0.004723477367717364,1.2907568530145304,-0.013380271634568307,-1.2706776448836905,9.548910406679541,2.8857820563113266,2,Medium,Good,1,Low
E01003162,NA,Lambeth,27.304,Q3,100,30.8604126,30.859375,12.70880127,6.005859375,81.50024414,22.27630615,37.00256348,completed,measured,16983.5,4,Good,16.3463793028,15.520311061225,19.83094588,1.3800944977241785,0.2780788908465626,0.46332350586747595,0.0016546181840391264,-0.04025332262878329,-0.9655825650634126,9.740056442422205,3.036439663747421,3,High,Moderate,1,Low
E01003169,NA,Lambeth,23.435,Q3,100,24.5668335,23.35205078,17.95684624,0,92.37060547,10.13641357,34.54742432,completed,measured,12372.4,4,Good,16.2983781927,8.7231591431909,35.4943991,0.771457667952341,-0.0956383440641344,-0.2522700752009267,0.0016546181840391264,-0.8220845163994243,0.674731066791654,9.423304286148547,3.5971587994988266,2,Medium,Moderate,3,High
E01003170,NA,Lambeth,12.457,Q1_Least,80,26.69776917,26.74560547,12.77749729,2.166748047,67.76733398,18.36090088,33.73718262,completed,measured,5927.3,2,Poor,9.89489464988,12.81246626886,23.50428869,0.9775353083583426,-1.1560332277161456,-1.2524809119522358,-1.2874476166464521,-0.35171870579071374,-0.5809014732830783,8.687492772982866,3.1988481508028963,1,Low,Poor,1,Low
E01003179,NA,Lambeth,30.956,Q4,91,28.20763206,28.80249023,10.61454964,0.549316406,55.98144531,21.80175781,33.82568359,completed,measured,22161.4,3,Moderate,11.105129286,47.6957808087658,31.41967898,1.1235505006929785,0.6308355054482339,1.2668784067401706,-0.6428964992312065,3.660677041470924,0.24801679983193722,10.006152438245945,3.478765614346106,3,High,Moderate,2,Medium
E01003200,NA,Lewisham,11.58,Q1_Least,80,20.07507324,11.50817871,20.87636566,0.103759766,77.17895508,6.854248047,24.06768799,completed,measured,1997.6,3,Moderate,13.5759578058,17.592490430979698,8.271112908,0.3370703850878854,-1.2407450434351122,-1.8623284744697481,-0.6428964992312065,0.1980956932382595,-2.1761554406364576,7.600202214427689,2.2269034271721946,1,Low,Moderate,1,Low
E01003202,NA,Lewisham,9.192,Q1_Least,80,15.70602417,18.24035645,11.99747562,0,39.29443359,2.632141113,26.02386475,completed,measured,6750.4,3,Moderate,14.4029459445,26.6408541264238,19.95753976,-0.08544979505609576,-1.4714084595547154,-1.1247445634502726,-0.6428964992312065,1.2388688104184986,-0.9523253564417353,8.81750516976804,3.0424984747009254,1,Low,Moderate,1,Low
E01003206,NA,Lewisham,14.285,Q1_Least,80,18.41644287,15.80810547,11.55347347,1.190185547,56.26831055,10.4675293,25.46691895,completed,measured,6859.8,4,Good,17.0146861996,12.5869559561393,15.74261692,0.17666824917763863,-0.9794617349746739,-1.107766849289035,0.0016546181840391264,-0.377657657741196,-1.3937219817300428,8.833579331996374,2.8179573802030986,1,Low,Moderate,1,Low
E01003221,NA,Lewisham,31.619,Q4,100,11.19256592,11.1907959,8.924787521,0,34.12475586,1.902770996,16.54663086,completed,measured,6472.9,4,Good,15.4368396509,9.140010888087,24.86099794,-0.5219354381121345,0.6948764790191287,-1.1678096062267211,0.0016546181840391264,-0.7741368316532883,-0.43882369222281314,8.775533987965904,3.252735962699674,1,Low,Moderate,2,Medium
E01003222,NA,Lewisham,22.103,Q3,80,15.60089111,12.10327148,13.53439713,0.689697266,64.54467773,4.823303223,21.2020874,completed,measured,8600.3,2,Poor,6.41247528519,10.7112616336851,21.30796874,-0.09561695929219988,-0.22429984752783236,-0.8376597972082832,-1.2874476166464521,-0.593406304962446,-0.810905260015123,9.059668633608354,3.104943957235309,1,Low,Poor,1,Low
E01003229,NA,Lewisham,32.515,Q4,100,11.11810303,5.88684082,15.28133869,0,75.84838867,2.616882324,13.9755249,completed,measured,7893.3,2,Poor,9.18276216954,10.9952774393788,30.45666236,-0.5291365643052173,0.7814235564241391,-0.9473786629486401,-1.2874476166464521,-0.5607378551333212,0.14716743620169986,8.973896259047674,3.448610800457207,1,Low,Poor,2,Medium
E01003230,NA,Lewisham,21.999,Q3,80,14.81681824,11.70043945,12.46278763,0,48.46191406,5.627441406,24.93896484,completed,measured,9473.4,2,Poor,7.61613887075,15.4210226474637,18.96880386,-0.17144275226696454,-0.23434549044091418,-0.7021639815393924,-1.2874476166464521,-0.051673808737477234,-1.0558681035164117,9.156348703407286,2.9941712487885686,1,Low,Poor,1,Low
E01003231,NA,Lewisham,23.637,Q3,80,13.85231018,4.046630859,17.36623001,0,59.44213867,1.560974121,26.69372559,completed,measured,8970.5,3,Moderate,12.0458578172,7.5217423638339005,26.52501309,-0.26471799654375217,-0.0761266145598797,-0.7802087023043507,-0.6428964992312065,-0.9602755008216809,-0.2645641151154379,9.101808165152722,3.3150951581762964,1,Low,Moderate,2,Medium
E01003240,NA,Lewisham,32.442,Q4,96,2.55616498,1.162719727,2.87174058,0,11.23657227,0.219726563,4.531860352,completed,measured,9550.5,2,Poor,8.16011997327,6.9469917468163,18.27940031,-1.3571409078837176,0.7743722878409183,-0.6901988831679898,-1.2874476166464521,-1.0263852430257727,-1.1280640634386057,9.164453489203707,2.95903718444554,1,Low,Poor,1,Low
E01003343,NA,Lewisham,21.817,Q3,100,7.396179199,5.59387207,6.862783432,0,32.36083984,1.512145996,11.60125732,completed,measured,11452.2,3,Moderate,12.4694943389,21.3963702979534,22.03312443,-0.8890748260094506,-0.25192536553880673,-0.3950753089410632,-0.6428964992312065,0.6356307039632083,-0.7349652519710813,9.346024445918781,3.1369333724551236,2,Medium,Moderate,1,Low
E01003926,NA,Southwark,31.441,Q4,100,9.858337402,4.550170898,12.04644203,0,48.84643555,0.520324707,14.42260742,completed,measured,13056.1,4,Good,16.8976900549,6.7576963348198,39.04188108,-0.6509654546549785,0.6776829748025084,-0.1461671211603578,0.0016546181840391264,-1.048158635723362,1.0462317166690507,9.47708732610583,3.6899259333634733,2,Medium,Moderate,3,High
E01003929,NA,Southwark,22.973,Q3,100,2.146484375,0,4.460264683,0,17.98095703,0,0.823974609,completed,measured,8456,6.5,Excellent,73.2163736517,20.6483513957279,44.04992923,-1.3967601294243206,-0.14026418085109277,-0.8600536194520363,1.6130324117221533,0.5495910628984972,1.5706862883430954,9.042749779782222,3.8077714131319143,1,Low,Good,3,High
E01003936,NA,Southwark,14.247,Q1_Least,100,16.7543335,16.19873047,14.15406227,0,83.66699219,7.690429688,21.92382813,completed,measured,17576.7,6.5,Excellent,44.8000490061,8.2778255173171,25.08357962,0.015929667582490988,-0.9831322583467614,0.5553818243359058,1.6130324117221533,-0.8733082825505598,-0.41551441560435887,9.77438633219092,3.261305983007894,3,High,Good,2,Medium
E01003937,NA,Southwark,24.291,Q3,100,11.94909668,5.972290039,15.36508179,0,76.88598633,0.09765625,17.3324585,completed,measured,16016.7,6.5,Excellent,61.5030010644,8.6938043695161,27.81218433,-0.4487731760550358,-0.012954975471847686,0.31328644872776285,1.6130324117221533,-0.8254610008478804,-0.1297685178835404,9.681449639778286,3.360798364688173,2,Medium,Good,2,Medium
E01003966,NA,Southwark,33.346,Q4,91,10.66800594,9.222412109,8.199774742,0.024414063,40.69824219,4.12902832,14.96887207,completed,measured,20992.1,4,Good,18.125006913,18.0867086401485,32.26071153,-0.5726643664658558,0.861692107008473,1.0854155075744,0.0016546181840391264,0.2549423279930979,0.3360917049772044,9.95194909128557,3.5043768665004773,3,High,Moderate,3,High
E01003976,NA,Southwark,30.428,Q4,100,9.50982666,5.706787109,11.02632427,0,43.89038086,0.83770752,13.96331787,completed,measured,19958.3,5,Very Good,23.9600164621,29.7723360423168,28.5626757,-0.6846690865283446,0.5798345491202815,0.9249807644310039,0.6462057355992847,1.5990623553175074,-0.05117529788855755,9.901450479110203,3.3865126095748708,3,High,Good,2,Medium
E01003979,NA,Southwark,29.514,Q4,100,9.339233398,5.810546875,8.517637253,0,33.64868164,2.569580078,14.07470703,completed,measured,11849.6,4,Good,16.2820607858,7.0014311033125995,32.04568148,-0.7011667487511196,0.49154880274954554,-0.3334030638983222,0.0016546181840391264,-1.0201234457920398,0.31357325279942333,9.380133778192867,3.497890891496878,2,Medium,Moderate,2,Medium
E01003990,NA,Southwark,31.077,Q4,100,30.92474365,28.79943848,18.48080635,1.928710938,73.93188477,14.93682861,44.03533936,completed,measured,16137.2,3,Moderate,10.1115204455,13.942680792674,27.56052998,1.3863157981489072,0.6425232246067232,0.3319867646000585,-0.6428964992312065,-0.2217176434301735,-0.15612235282803105,9.688944411441089,3.352025694021899,3,High,Moderate,2,Medium
E01003998,NA,Southwark,25.146,Q3,100,20.58544922,18.11218262,11.84125614,0,49.2980957,11.62109375,30.03082275,completed,measured,15245.7,6,Excellent,32.8319737456,25.6442953727995,33.08614944,0.3864276130694796,0.06963180040012082,0.19363546501373832,1.2907568530145304,1.1242412826827328,0.42253350277273244,9.632118365176495,3.528891126998093,2,Medium,Good,3,High
E01004022,NA,Southwark,24.603,Q3,100,17.07635498,12.02697754,15.39540291,0,79.89501953,5.599975586,24.1897583,completed,measured,14288.291558441559,3.96978021978022,Good,22.201133955356156,20.2328780970925,28.742466635636365,0.04707158692464007,0.01718195326739706,0.04505587766149613,-0.01782357492466328,0.5018019316610288,-0.032347168582323574,9.567265693658701,3.3925758775939,2,Medium,Moderate,2,Medium
E01004051,NA,Southwark,9.731,Q1_Least,80,26.69578552,26.11083984,14.05213928,0,54.93774414,17.12341309,38.80767822,completed,measured,8504.3,4,Good,18.327332983,13.8762994527273,18.23207523,0.9773434743592471,-1.4193449833032639,-0.8525579741687843,0.0016546181840391264,-0.22935304762305692,-1.1330200570348012,9.048444777576478,2.956579470054797,1,Low,Moderate,1,Low
E01004054,NA,Southwark,8.354,Q1_Least,100,35.75354004,45.76721191,26.52098846,0,72.10693359,0.077819824,58.79821777,completed,measured,12428.9,2,Poor,5.30656564926,16.1623635033212,23.66688511,1.8532970308823278,-1.5523531591812763,-0.24350187730229844,-1.2874476166464521,0.033597701053001736,-0.5638739940630886,9.427860139420103,3.2054616603076584,2,Medium,Poor,1,Low
